layovers,total_duration,carbon_emissions,price,type,airline_logo,departure_token
"{'duration': 95, 'name': 'Cảng hàng không quốc tế Tân Sơn Nhất', 'id': 'SGN'}",345,,5619382,Round trip,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,WyJDalJJY0MxMlVETnNRWFkyUTBGQlFXWkdZVkZDUnkwdExTMHRMUzB0TFc5clltWnZOa0ZCUVVGQlIySXRjRGRGUkVneFpsZEJFZ3RXU2pJME1YeFdTakUzTWhvTUNMYjkxZ0lRQUJvRFZrNUVPQnh3ckxFQiIsW1siVEhEIiwiMjAyNC0xMC0wNSIsIlNHTiIsbnVsbCwiVkoiLCIyNDEiXSxbIlNHTiIsIjIwMjQtMTAtMDUiLCJIQU4iLG51bGwsIlZKIiwiMTcyIl1dXQ==
