layovers,total_duration,carbon_emissions,price,type,airline_logo,departure_token
"{'duration': 105, 'name': 'Cảng hàng không quốc tế Tân Sơn Nhất', 'id': 'SGN'}",305,,5916442,Round trip,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,WyJDalJJV0d4QlJtaEtZVXg0Vm10QlJFRmthbmRDUnkwdExTMHRMUzB0TFhaM2EzY3lNRUZCUVVGQlIySXRjRGRyUkVWUlJIZEJFZ3RXU2pJME5YeFdTalkwTWhvTUNKcU82UUlRQUJvRFZrNUVPQnh3M0xvQiIsW1siVEhEIiwiMjAyNC0xMC0wNSIsIlNHTiIsbnVsbCwiVkoiLCIyNDUiXSxbIlNHTiIsIjIwMjQtMTAtMDUiLCJEQUQiLG51bGwsIlZKIiwiNjQyIl1dXQ==
