da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Cảng hàng không quốc tế Đà Nẵng,DAD,2024-10-05 13:10,Sân bay quốc tế Nội Bài,HAN,2024-10-05 14:25,75,Airbus A321,Vietjet,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,Economy,VJ 516,"Below average legroom (71 cm), Carbon emissions estimate: 71 kg"
