layovers,total_duration,carbon_emissions,price,type,airline_logo,departure_token
"{'duration': 240, 'name': 'Sân bay quốc tế Nội Bài', 'id': 'HAN'}",460,,4926243,Round trip,https://www.gstatic.com/flights/airline_logos/70px/multi.png,WyJDalJJTjFWWGIzSlNkWGhCWWxsQlJGSmFlRkZDUnkwdExTMHRMUzB0TFMxMmRIRm1Na0ZCUVVGQlIySXRjRFJuVDFsV05uRkJFZ3hSU0RFME1qSjhWa28zT0RjYURBaWoxcXdDRUFBYUExWk9SRGdjY0x5YkFRPT0iLFtbIkRMSSIsIjIwMjQtMTAtMDUiLCJIQU4iLG51bGwsIlFIIiwiMTQyMiJdLFsiSEFOIiwiMjAyNC0xMC0wNSIsIkNYUiIsbnVsbCwiVkoiLCI3ODciXV1d
