total_duration,carbon_emissions,price,type,airline_logo,departure_token
70,,89,Round trip,https://www.gstatic.com/flights/airline_logos/70px/VN.png,WyJDalJJY2xvMFdrb3lhVkpSV1dOQlJFRTBVVkZDUnkwdExTMHRMUzB0TFhscFltbHZNMEZCUVVGQlIySXRibDlOUmxJeU4wMUJFZ1pXVGpZeE5UQWFDZ2lqUlJBQ0dnTlZVMFE0SEhDalJRPT0iLFtbIlNHTiIsIjIwMjQtMTAtMDUiLCJDWFIiLG51bGwsIlZOIiwiNjE1MCJdXV0=
