da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Cảng Hàng Không Thọ Xuân (THD),THD,2024-10-05 08:35,Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-05 10:35,120,Airbus A321,Vietjet,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,Economy,VJ 241,"Below average legroom (71 cm), Carbon emissions estimate: 98 kg"
Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-05 13:35,Cảng hàng không quốc tế Đà Nẵng,DAD,2024-10-05 14:55,80,Airbus A321,Vietnam Airlines,https://www.gstatic.com/flights/airline_logos/70px/VN.png,Economy,VN 130,"Average legroom (79 cm), Stream media to your device, Carbon emissions estimate: 86 kg"
