da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Cảng hàng không quốc tế Đà Nẵng,DAD,2024-10-05 23:05,Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-06 00:35,90,Airbus A321,Bamboo Airways,https://www.gstatic.com/flights/airline_logos/70px/QH.png,Economy,QH 191,"Below average legroom (74 cm), In-seat USB outlet, Carbon emissions estimate: 85 kg"
Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-06 06:10,Cảng Hàng Không Quốc Tế Cát Bi,HPH,2024-10-06 08:15,125,Airbus A321,Bamboo Airways,https://www.gstatic.com/flights/airline_logos/70px/QH.png,Economy,QH 1540,"Below average legroom (74 cm), In-seat USB outlet, Carbon emissions estimate: 127 kg"
