da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Cảng hàng không quốc tế Đà Nẵng,DAD,2024-10-05 01:25,Sân bay quốc tế Incheon,ICN,2024-10-05 08:00,275,Boeing 737,Jin Air,https://www.gstatic.com/flights/airline_logos/70px/LJ.png,Economy,LJ 82,"Below average legroom (74 cm), Carbon emissions estimate: 230 kg"
Sân bay quốc tế Incheon,ICN,2024-10-05 20:35,Cảng Hàng Không Quốc Tế Cam Ranh,CXR,2024-10-05 23:35,300,Boeing 777,Jin Air,https://www.gstatic.com/flights/airline_logos/70px/LJ.png,Economy,LJ 87,"Average legroom (79 cm), In-seat power outlet, Carbon emissions estimate: 287 kg"
