da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Cảng Hàng Không Quốc Tế Phú Quốc,PQC,2024-10-05 14:00,Sân bay quốc tế Nội Bài,HAN,2024-10-05 16:10,130,Airbus A321,Vietnam Airlines,https://www.gstatic.com/flights/airline_logos/70px/VN.png,Economy,VN 1238,"Average legroom (79 cm), Stream media to your device, Carbon emissions estimate: 124 kg"
