total_duration,carbon_emissions,price,type,airline_logo,departure_token
85,,104,Round trip,https://www.gstatic.com/flights/airline_logos/70px/QH.png,WyJDalJJT1VKNExXeHBNREJ1WDNkQlFrMXRUWGRDUnkwdExTMHRMUzB0ZG5kaWFHc3hNa0ZCUVVGQlIySXRiMUE0UTA5dU4yZEJFZ1ZSU0RFd05Cb0tDUHhRRUFJYUExVlRSRGdjY1B4USIsW1siREFEIiwiMjAyNC0xMC0wNSIsIkhBTiIsbnVsbCwiUUgiLCIxMDQiXV1d
