total_duration,carbon_emissions,price,type,airline_logo,departure_token
110,,2441200,Round trip,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,WyJDalJJVkdrNU1FWjZSekJoUjNkQlJFOVNZbWRDUnkwdExTMHRMUzB0TFhscFltSjROMEZCUVVGQlIySXRjRzVCUldSWFVrdEJFZ1ZXU2pRd05Sb01DUEQvbEFFUUFCb0RWazVFT0J4d2hVMD0iLFtbIkhBTiIsIjIwMjQtMTAtMDUiLCJETEkiLG51bGwsIlZKIiwiNDA1Il1dXQ==
