total_duration,carbon_emissions,price,type,airline_logo,departure_token
120,,2421200,Round trip,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,WyJDalJJYjFOVFVWZHhVR3BvZFZWQlJrVk5iM2RDUnkwdExTMHRMUzB0YjNsamFtUXhPRUZCUVVGQlIySXRjRGRWVGsxQmVVOUJFZ1ZXU2pJME14b01DTkRqa3dFUUFCb0RWazVFT0J4d3RVdz0iLFtbIlRIRCIsIjIwMjQtMTAtMDUiLCJTR04iLG51bGwsIlZKIiwiMjQzIl1dXQ==
