da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Cảng Hàng Không Quốc Tế Phú Quốc,PQC,2024-10-05 23:00,Sân bay quốc tế Incheon,ICN,2024-10-06 06:25,325,Boeing 737,Jeju Air,https://www.gstatic.com/flights/airline_logos/70px/7C.png,Economy,7C 4104,"Below average legroom (74 cm), Carbon emissions estimate: 300 kg"
Sân bay quốc tế Incheon,ICN,2024-10-06 21:10,Sân bay quốc tế Nội Bài,HAN,2024-10-06 23:45,275,Boeing 737MAX 8 Passenger,Jeju Air,https://www.gstatic.com/flights/airline_logos/70px/7C.png,Economy,7C 2803,"Below average legroom (74 cm), In-seat USB outlet, Carbon emissions estimate: 185 kg"
