da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Cảng Hàng Không Quốc Tế Phú Quốc,PQC,2024-10-05 21:00,Sân bay quốc tế Đào Viên Đài Loan,TPE,2024-10-06 02:00,240,Airbus A321neo,STARLUX Airlines,https://www.gstatic.com/flights/airline_logos/70px/JX.png,Economy,JX 1706,"Average legroom (79 cm), Wi-Fi for a fee, In-seat USB outlet, On-demand video, Carbon emissions estimate: 187 kg"
Sân bay quốc tế Đào Viên Đài Loan,TPE,2024-10-06 08:10,Sân bay quốc tế Nội Bài,HAN,2024-10-06 10:10,180,Airbus A321neo,STARLUX Airlines,https://www.gstatic.com/flights/airline_logos/70px/JX.png,Economy,JX 715,"Average legroom (79 cm), Wi-Fi for a fee, In-seat USB outlet, On-demand video, Carbon emissions estimate: 134 kg"
