da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-05 19:00,Cảng Hàng Không Quốc Tế Phú Quốc,PQC,2024-10-05 20:00,60,Airbus A321,Vietjet,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,Economy,VJ 337,"Below average legroom (71 cm), Carbon emissions estimate: 48 kg"
