total_duration,carbon_emissions,price,type,airline_logo,departure_token
85,,131,Round trip,https://www.gstatic.com/flights/airline_logos/70px/VN.png,WyJDalJJWWtabWRYWkxWemxqY0RCQlEycElMVUZDUnkwdExTMHRMUzB0TFMxNWJHWmhOVUZCUVVGQlIySXRibDlKUmtSRmQyZEJFZ1ZXVGpFek5Cb0tDSUJtRUFJYUExVlRSRGdjY0lCbSIsW1siU0dOIiwiMjAyNC0xMC0wNSIsIkRBRCIsbnVsbCwiVk4iLCIxMzQiXV1d
