da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Cảng Hàng Không Quốc Tế Liên Khương,DLI,2024-10-05 21:00,Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-05 22:00,60,Airbus A321,Vietnam Airlines,https://www.gstatic.com/flights/airline_logos/70px/VN.png,Economy,VN 7383,"Average legroom (79 cm), Stream media to your device, Carbon emissions estimate: 49 kg"
Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-06 06:40,Cảng Hàng Không Quốc Tế Cam Ranh,CXR,2024-10-06 08:00,80,Airbus A321,Vietnam Airlines,https://www.gstatic.com/flights/airline_logos/70px/VN.png,Economy,VN 1340,"Average legroom (79 cm), Stream media to your device, Carbon emissions estimate: 53 kg"
