da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Cảng Hàng Không Thọ Xuân (THD),THD,2024-10-05 08:35,Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-05 10:35,120,Airbus A321,Vietjet,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,Economy,VJ 241,"Below average legroom (71 cm), Carbon emissions estimate: 98 kg"
Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-05 12:10,Sân bay quốc tế Nội Bài,HAN,2024-10-05 14:20,130,Airbus A330,Vietjet,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,Economy,VJ 172,"Average legroom (79 cm), Carbon emissions estimate: 112 kg"
