da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Cảng Hàng Không Thọ Xuân (THD),THD,2024-10-05 15:20,Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-05 17:20,120,Airbus A321,Vietjet,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,Economy,VJ 245,"Below average legroom (71 cm), Carbon emissions estimate: 98 kg"
Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-05 21:55,Sân bay quốc tế Nội Bài,HAN,2024-10-06 00:05,130,Airbus A320,Bamboo Airways,https://www.gstatic.com/flights/airline_logos/70px/QH.png,Economy,QH 286,"Below average legroom (71 cm), Carbon emissions estimate: 109 kg"
