layovers,total_duration,carbon_emissions,price,type,airline_logo,departure_token
"{'duration': 1085, 'name': 'Cảng hàng không quốc tế Tân Sơn Nhất', 'id': 'SGN', 'overnight': True}",1235,,3861778,Round trip,https://www.gstatic.com/flights/airline_logos/70px/multi.png,WyJDalJJYWxJNE4weG9UemxHWjJOQlJXRnBPV2RDUnkwdExTMHRMUzB0TFhkbWFuRXhNMEZCUVVGQlIySXRjREZaUTFoNlRtTkJFZ3RXU2pNeE1YeFdWVE13TXhvTUNKTGE2d0VRQUJvRFZrNUVPQnh3OEhrPSIsW1siSFVJIiwiMjAyNC0xMC0wNSIsIlNHTiIsbnVsbCwiVkoiLCIzMTEiXSxbIlNHTiIsIjIwMjQtMTAtMDYiLCJQUUMiLG51bGwsIlZVIiwiMzAzIl1dXQ==
