da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Sân bay quốc tế Nội Bài,HAN,2024-10-05 05:00,Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-05 07:15,135,Airbus A321,Vietnam Airlines,https://www.gstatic.com/flights/airline_logos/70px/VN.png,Economy,VN 205,"Average legroom (79 cm), Stream media to your device, Carbon emissions estimate: 128 kg"
Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-05 11:25,Cảng Hàng không Côn Đảo,VCS,2024-10-05 12:20,55,ATR 42/72,Vietnam Airlines,https://www.gstatic.com/flights/airline_logos/70px/VN.png,Economy,VN 8095,"Average legroom (76 cm), Carbon emissions estimate: 39 kg"
