total_duration,carbon_emissions,price,type,airline_logo,departure_token
130,,4981000,Round trip,https://www.gstatic.com/flights/airline_logos/70px/VN.png,WyJDalJJVDFSM1ZYbFZYMGRSTm1kQlJGRlFaMmRDUnkwdExTMHRMUzB0TFhaMGNIY3lORUZCUVVGQlIySXRjSEZ2VFUwMU9USkJFZ1pXVGpFeE56WWFEQWlJZ3JBQ0VBQWFBMVpPUkRnY2NKbWRBUT09IixbWyJTR04iLCIyMDI0LTEwLTA1IiwiSFBIIixudWxsLCJWTiIsIjExNzYiXV1d
