total_duration,carbon_emissions,price,type,airline_logo,departure_token
95,,3285200,Round trip,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,WyJDalJJVkROWGFqWklWRk5VUzBsQlIxVnBVMUZDUnkwdExTMHRMUzB0ZDJWaWQzSXlOa0ZCUVVGQlIySXRjRzQ0VFMxWGFFZEJFZ1ZXU2pRek1Sb01DTkRCeUFFUUFCb0RWazVFT0J4dzEyYz0iLFtbIkhBTiIsIjIwMjQtMTAtMDUiLCJVSUgiLG51bGwsIlZKIiwiNDMxIl1dXQ==
