layovers,total_duration,carbon_emissions,price,type,airline_logo,departure_token
"{'duration': 120, 'name': 'Cảng hàng không quốc tế Tân Sơn Nhất', 'id': 'SGN'}",375,,6139237,Round trip,https://www.gstatic.com/flights/airline_logos/70px/multi.png,WyJDalJJY0MxMlVETnNRWFkyUTBGQlFXWkdZVkZDUnkwdExTMHRMUzB0TFc5clltWnZOa0ZCUVVGQlIySXRjRGRGUkVneFpsZEJFZ3hXVGpFeU56ZDhWbFUzTWpBYURBamwydllDRUFBYUExWk9SRGdjY09EQkFRPT0iLFtbIlRIRCIsIjIwMjQtMTAtMDUiLCJTR04iLG51bGwsIlZOIiwiMTI3NyJdLFsiU0dOIiwiMjAyNC0xMC0wNSIsIkhBTiIsbnVsbCwiVlUiLCI3MjAiXV1d
