da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Ga hàng hoá - cảng hàng không quốc tế Phú Bài,HUI,2024-10-05 13:40,Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-05 15:20,100,Airbus A321,Vietnam Airlines,https://www.gstatic.com/flights/airline_logos/70px/VN.png,Economy,VN 1373,"Average legroom (79 cm), Stream media to your device, Carbon emissions estimate: 79 kg"
Cảng hàng không quốc tế Tân Sơn Nhất,SGN,2024-10-05 19:00,Cảng Hàng Không Quốc Tế Phú Quốc,PQC,2024-10-05 20:00,60,Airbus A321,Vietjet,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,Economy,VJ 337,"Below average legroom (71 cm), Carbon emissions estimate: 48 kg"
