da_name,da_id,da_time,aa_name,aa_id,aa_time,duration,airplane,airline,airline_logo,travel_class,flight_number,additional_information
Cảng hàng không quốc tế Đà Nẵng,DAD,2024-10-05 22:50,Sân bay quốc tế Incheon,ICN,2024-10-06 05:30,280,Airbus A330,Korean Air,https://www.gstatic.com/flights/airline_logos/70px/KE.png,Economy,KE 462,"Above average legroom (84 cm), In-seat power & USB outlets, On-demand video, Carbon emissions estimate: 242 kg"
Sân bay quốc tế Incheon,ICN,2024-10-06 20:30,Cảng Hàng Không Quốc Tế Cam Ranh,CXR,2024-10-06 23:35,305,Airbus A330,Korean Air,https://www.gstatic.com/flights/airline_logos/70px/KE.png,Business Class,KE 467,"Lie flat seat, In-seat power & USB outlets, On-demand video, Carbon emissions estimate: 1127 kg"
