total_duration,carbon_emissions,price,type,airline_logo,departure_token
60,,2225200,Round trip,https://www.gstatic.com/flights/airline_logos/70px/VJ.png,WyJDalJJYzBjdFJqbGZaMGRqUVd0QlJqTnRNMEZDUnkwdExTMHRMUzB0TFhkbFltZHJPRUZCUVVGQlIySXRjSEJSVFVKR2VsVkJFZ1ZXU2pNek1Sb01DTERvaHdFUUFCb0RWazVFT0J4d25VWT0iLFtbIlNHTiIsIjIwMjQtMTAtMDUiLCJQUUMiLG51bGwsIlZKIiwiMzMxIl1dXQ==
