layovers,total_duration,carbon_emissions,price,type,airline_logo,departure_token
"{'duration': 520, 'name': 'Cảng hàng không quốc tế Tân Sơn Nhất', 'id': 'SGN', 'overnight': True}",660,,4629183,Round trip,https://www.gstatic.com/flights/airline_logos/70px/VN.png,WyJDalJJTjFWWGIzSlNkWGhCWWxsQlJGSmFlRkZDUnkwdExTMHRMUzB0TFMxMmRIRm1Na0ZCUVVGQlIySXRjRFJuVDFsV05uRkJFZzFXVGpjek9ETjhWazR4TXpRd0dnd0l2OFdhQWhBQUdnTldUa1E0SEhDTWtnRT0iLFtbIkRMSSIsIjIwMjQtMTAtMDUiLCJTR04iLG51bGwsIlZOIiwiNzM4MyJdLFsiU0dOIiwiMjAyNC0xMC0wNiIsIkNYUiIsbnVsbCwiVk4iLCIxMzQwIl1dXQ==
